card_id,qr_identity,candidate_uk_qr_url,candidate_au_qr_url,current_mapped_year,authoritative_observed_year,year_verification_confidence,physical_print_observed,discrepancy_status,official_uk_sku,official_uk_spotify_track_id,official_au_sku,official_au_spotify_track_id,playlist_spotify_track_id,playlist_title,playlist_artist,identity_confidence,source_evidence,non_authoritative_bopster_year,non_authoritative_musicbrainz_year,screening_flags
88,00088,https://hitstergame.com/uk/aaaa0005/00088,https://hitstergame.com/au/aaah0001/00088,2015,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5kqIPrATaCc2LqxVWzQGbk,aaah0001,5kqIPrATaCc2LqxVWzQGbk,5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00088; ordered title reference: https://open.spotify.com/track/5kqIPrATaCc2LqxVWzQGbk; printed-year evidence: not available,2016,2015,community_bopster_year_differs
89,00089,https://hitstergame.com/uk/aaaa0005/00089,https://hitstergame.com/au/aaah0001/00089,1994,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6dHTkQYY3zdR9i9Nj0IGVW,aaah0001,6dHTkQYY3zdR9i9Nj0IGVW,6dHTkQYY3zdR9i9Nj0IGVW,"I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix",Reel 2 Real,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00089; ordered title reference: https://open.spotify.com/track/6dHTkQYY3zdR9i9Nj0IGVW; printed-year evidence: not available,1994,1993,musicbrainz_candidate_differs
90,00090,https://hitstergame.com/uk/aaaa0005/00090,https://hitstergame.com/au/aaah0001/00090,1953,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6GYqOflskcZxPj8rkTZkOy,aaah0001,6GYqOflskcZxPj8rkTZkOy,6GYqOflskcZxPj8rkTZkOy,That's Amore,Dean Martin,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00090; ordered title reference: https://open.spotify.com/track/6GYqOflskcZxPj8rkTZkOy; printed-year evidence: not available,2009,1973,community_bopster_year_differs;musicbrainz_candidate_differs
91,00091,https://hitstergame.com/uk/aaaa0005/00091,https://hitstergame.com/au/aaah0001/00091,1982,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1pydT12pGHLgfj3JLxWIUB,aaah0001,1pydT12pGHLgfj3JLxWIUB,1pydT12pGHLgfj3JLxWIUB,White Wedding – Part 1,Billy Idol,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00091; ordered title reference: https://open.spotify.com/track/1pydT12pGHLgfj3JLxWIUB; printed-year evidence: not available,2009,2005,community_bopster_year_differs;musicbrainz_candidate_differs
92,00092,https://hitstergame.com/uk/aaaa0005/00092,https://hitstergame.com/au/aaah0001/00092,1991,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3YRCqOhFifThpSRFJ1VWFM,aaah0001,3YRCqOhFifThpSRFJ1VWFM,3YRCqOhFifThpSRFJ1VWFM,November Rain,Guns N' Roses,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00092; ordered title reference: https://open.spotify.com/track/3YRCqOhFifThpSRFJ1VWFM; printed-year evidence: not available,1991,1986,musicbrainz_candidate_differs
93,00093,https://hitstergame.com/uk/aaaa0005/00093,https://hitstergame.com/au/aaah0001/00093,1983,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2K22nUTdyr48JDwI5t906t,aaah0001,2K22nUTdyr48JDwI5t906t,2K22nUTdyr48JDwI5t906t,Relax (Come Fighting),Frankie Goes To Hollywood,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00093; ordered title reference: https://open.spotify.com/track/2K22nUTdyr48JDwI5t906t; printed-year evidence: not available,1984,2003,community_bopster_year_differs;musicbrainz_candidate_differs
94,00094,https://hitstergame.com/uk/aaaa0005/00094,https://hitstergame.com/au/aaah0001/00094,1971,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1fDsrQ23eTAVFElUMaf38X,aaah0001,1fDsrQ23eTAVFElUMaf38X,1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00094; ordered title reference: https://open.spotify.com/track/1fDsrQ23eTAVFElUMaf38X; printed-year evidence: not available,1971,1971,none
95,00095,https://hitstergame.com/uk/aaaa0005/00095,https://hitstergame.com/au/aaah0001/00095,1989,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,7DFawVSjI88xR9mjnWwURg,aaah0001,7DFawVSjI88xR9mjnWwURg,7DFawVSjI88xR9mjnWwURg,If You Don't Know Me by Now - 2008 Remaster,Simply Red,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00095; ordered title reference: https://open.spotify.com/track/7DFawVSjI88xR9mjnWwURg; printed-year evidence: not available,1989,1989,none
96,00096,https://hitstergame.com/uk/aaaa0005/00096,https://hitstergame.com/au/aaah0001/00096,1997,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0weAUscowxeqDtpCgtbpgp,aaah0001,0weAUscowxeqDtpCgtbpgp,0weAUscowxeqDtpCgtbpgp,Gettin' Jiggy Wit It,Will Smith,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00096; ordered title reference: https://open.spotify.com/track/0weAUscowxeqDtpCgtbpgp; printed-year evidence: not available,1997,1997,none
97,00097,https://hitstergame.com/uk/aaaa0005/00097,https://hitstergame.com/au/aaah0001/00097,1994,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,06hsdMbBxWGqBO0TV0Zrkf,aaah0001,06hsdMbBxWGqBO0TV0Zrkf,06hsdMbBxWGqBO0TV0Zrkf,Cotton Eye Joe,Rednex,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00097; ordered title reference: https://open.spotify.com/track/06hsdMbBxWGqBO0TV0Zrkf; printed-year evidence: not available,1994,1994,none
98,00098,https://hitstergame.com/uk/aaaa0005/00098,https://hitstergame.com/au/aaah0001/00098,2014,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5xTtaWoae3wi06K5WfVUUH,aaah0001,5xTtaWoae3wi06K5WfVUUH,5xTtaWoae3wi06K5WfVUUH,Shake It Off,Taylor Swift,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00098; ordered title reference: https://open.spotify.com/track/5xTtaWoae3wi06K5WfVUUH; printed-year evidence: not available,2014,2014,none
99,00099,https://hitstergame.com/uk/aaaa0005/00099,https://hitstergame.com/au/aaah0001/00099,1997,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,28O4QR1TELuXdcnVw9Q6Kt,aaah0001,22HYEJveCvykVDHDiEEmjZ,28O4QR1TELuXdcnVw9Q6Kt,Tubthumping - Radio Edit,Chumbawamba,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00099; ordered title reference: https://open.spotify.com/track/28O4QR1TELuXdcnVw9Q6Kt; printed-year evidence: not available,2019,1997,community_bopster_year_differs;uk_au_equivalent_spotify_ids_differ
100,00100,https://hitstergame.com/uk/aaaa0005/00100,https://hitstergame.com/au/aaah0001/00100,1968,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6sPOmDulFtLzfX25zICNrC,aaah0001,6sPOmDulFtLzfX25zICNrC,6sPOmDulFtLzfX25zICNrC,Build Me Up Buttercup,The Foundations,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00100; ordered title reference: https://open.spotify.com/track/6sPOmDulFtLzfX25zICNrC; printed-year evidence: not available,1968,1967,musicbrainz_candidate_differs
101,00101,https://hitstergame.com/uk/aaaa0005/00101,https://hitstergame.com/au/aaah0001/00101,2007,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6IwKcFdiRQZOWeYNhUiWIv,aaah0001,6IwKcFdiRQZOWeYNhUiWIv,6IwKcFdiRQZOWeYNhUiWIv,No One,Alicia Keys,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00101; ordered title reference: https://open.spotify.com/track/6IwKcFdiRQZOWeYNhUiWIv; printed-year evidence: not available,2007,2007,none
102,00102,https://hitstergame.com/uk/aaaa0005/00102,https://hitstergame.com/au/aaah0001/00102,1983,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1JSTJqkT5qHq8MDJnJbRE1,aaah0001,1JSTJqkT5qHq8MDJnJbRE1,1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00102; ordered title reference: https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1; printed-year evidence: not available,1983,1983,none
103,00103,https://hitstergame.com/uk/aaaa0005/00103,https://hitstergame.com/au/aaah0001/00103,2003,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5IVuqXILoxVWvWEPm82Jxr,aaah0001,5IVuqXILoxVWvWEPm82Jxr,5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. JAY-Z),Beyoncé,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00103; ordered title reference: https://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr; printed-year evidence: not available,2003,2003,none
104,00104,https://hitstergame.com/uk/aaaa0005/00104,https://hitstergame.com/au/aaah0001/00104,1990,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1JekRMGQ8iN4G1AAdh0SBa,aaah0001,1JekRMGQ8iN4G1AAdh0SBa,1JekRMGQ8iN4G1AAdh0SBa,Enjoy the Silence,Depeche Mode,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00104; ordered title reference: https://open.spotify.com/track/1JekRMGQ8iN4G1AAdh0SBa; printed-year evidence: not available,1990,1985,musicbrainz_candidate_differs
105,00105,https://hitstergame.com/uk/aaaa0005/00105,https://hitstergame.com/au/aaah0001/00105,1955,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4ZfQwNx3FlCN07cnUvekh3,aaah0001,4ZfQwNx3FlCN07cnUvekh3,4ZfQwNx3FlCN07cnUvekh3,Ain't That A Shame,Fats Domino,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00105; ordered title reference: https://open.spotify.com/track/4ZfQwNx3FlCN07cnUvekh3; printed-year evidence: not available,1959,1965,community_bopster_year_differs;musicbrainz_candidate_differs
106,00106,https://hitstergame.com/uk/aaaa0005/00106,https://hitstergame.com/au/aaah0001/00106,1979,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5IMtdHjJ1OtkxbGe4zfUxQ,aaah0001,5IMtdHjJ1OtkxbGe4zfUxQ,5IMtdHjJ1OtkxbGe4zfUxQ,Escape (The Pina Colada Song),Rupert Holmes,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00106; ordered title reference: https://open.spotify.com/track/5IMtdHjJ1OtkxbGe4zfUxQ; printed-year evidence: not available,1979,1979,none
107,00107,https://hitstergame.com/uk/aaaa0005/00107,https://hitstergame.com/au/aaah0001/00107,1996,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3h5zik31hTTat9jmpCZZNC,aaah0001,3h5zik31hTTat9jmpCZZNC,3h5zik31hTTat9jmpCZZNC,1979,The Smashing Pumpkins,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00107; ordered title reference: https://open.spotify.com/track/3h5zik31hTTat9jmpCZZNC; printed-year evidence: not available,2001,1996,community_bopster_year_differs
108,00108,https://hitstergame.com/uk/aaaa0005/00108,https://hitstergame.com/au/aaah0001/00108,1976,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,29YcYtqUNLWaYvGVGdYtZy,aaah0001,29YcYtqUNLWaYvGVGdYtZy,29YcYtqUNLWaYvGVGdYtZy,Devil Woman - 2001 Remaster,Cliff Richard,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00108; ordered title reference: https://open.spotify.com/track/29YcYtqUNLWaYvGVGdYtZy; printed-year evidence: not available,1976,1976,none
109,00109,https://hitstergame.com/uk/aaaa0005/00109,https://hitstergame.com/au/aaah0001/00109,1986,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2A6yzRGMgSQCUapR2ptm6A,aaah0001,2A6yzRGMgSQCUapR2ptm6A,2A6yzRGMgSQCUapR2ptm6A,True Colors,Cyndi Lauper,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00109; ordered title reference: https://open.spotify.com/track/2A6yzRGMgSQCUapR2ptm6A; printed-year evidence: not available,1986,1986,none
110,00110,https://hitstergame.com/uk/aaaa0005/00110,https://hitstergame.com/au/aaah0001/00110,1957,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6oRHRkQigTzJ3KwpO3XOV6,aaah0001,6oRHRkQigTzJ3KwpO3XOV6,6oRHRkQigTzJ3KwpO3XOV6,Bye Bye Love,The Everly Brothers,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00110; ordered title reference: https://open.spotify.com/track/6oRHRkQigTzJ3KwpO3XOV6; printed-year evidence: not available,1964,1976,community_bopster_year_differs;musicbrainz_candidate_differs
111,00111,https://hitstergame.com/uk/aaaa0005/00111,https://hitstergame.com/au/aaah0001/00111,1965,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4j2W1eM03mz5MVN5LvR7VH,aaah0001,4j2W1eM03mz5MVN5LvR7VH,4j2W1eM03mz5MVN5LvR7VH,These Boots Are Made for Walkin',Nancy Sinatra,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00111; ordered title reference: https://open.spotify.com/track/4j2W1eM03mz5MVN5LvR7VH; printed-year evidence: not available,1987,1966,community_bopster_year_differs;musicbrainz_candidate_differs
112,00112,https://hitstergame.com/uk/aaaa0005/00112,https://hitstergame.com/au/aaah0001/00112,2021,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,27NovPIUIRrOZoCHxABJwK,aaah0001,27NovPIUIRrOZoCHxABJwK,27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00112; ordered title reference: https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK; printed-year evidence: not available,2021,2021,none
113,00113,https://hitstergame.com/uk/aaaa0005/00113,https://hitstergame.com/au/aaah0001/00113,2016,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6eT7xZZlB2mwyzJ2sUKG6w,aaah0001,6eT7xZZlB2mwyzJ2sUKG6w,6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,Post Malone,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00113; ordered title reference: https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w; printed-year evidence: not available,2016,2015,musicbrainz_candidate_differs
114,00114,https://hitstergame.com/uk/aaaa0005/00114,https://hitstergame.com/au/aaah0001/00114,1957,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4gphxUgq0JSFv2BCLhNDiE,aaah0001,4gphxUgq0JSFv2BCLhNDiE,4gphxUgq0JSFv2BCLhNDiE,Jailhouse Rock,Elvis Presley,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00114; ordered title reference: https://open.spotify.com/track/4gphxUgq0JSFv2BCLhNDiE; printed-year evidence: not available,1958,1957,community_bopster_year_differs
115,00115,https://hitstergame.com/uk/aaaa0005/00115,https://hitstergame.com/au/aaah0001/00115,2019,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0VjIjW4GlUZAMYd2vXMi3b,aaah0001,0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00115; ordered title reference: https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b; printed-year evidence: not available,2020,2019,community_bopster_year_differs
116,00116,https://hitstergame.com/uk/aaaa0005/00116,https://hitstergame.com/au/aaah0001/00116,1959,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1KLpjQFgubHI3GkAICCNH3,aaah0001,1KLpjQFgubHI3GkAICCNH3,1KLpjQFgubHI3GkAICCNH3,Dream Lover,Bobby Darin,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00116; ordered title reference: https://open.spotify.com/track/1KLpjQFgubHI3GkAICCNH3; printed-year evidence: not available,2004,1959,community_bopster_year_differs
117,00117,https://hitstergame.com/uk/aaaa0005/00117,https://hitstergame.com/au/aaah0001/00117,2004,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,312A8WfROSLvZbMDHBUPDp,aaah0001,312A8WfROSLvZbMDHBUPDp,312A8WfROSLvZbMDHBUPDp,Fit but You Know It,The Streets,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00117; ordered title reference: https://open.spotify.com/track/312A8WfROSLvZbMDHBUPDp; printed-year evidence: not available,2004,2004,none
118,00118,https://hitstergame.com/uk/aaaa0005/00118,https://hitstergame.com/au/aaah0001/00118,2008,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1zusIxNqJu8i4g6P6hJ2Qa,aaah0001,1zusIxNqJu8i4g6P6hJ2Qa,1zusIxNqJu8i4g6P6hJ2Qa,Mercy,Duffy,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00118; ordered title reference: https://open.spotify.com/track/1zusIxNqJu8i4g6P6hJ2Qa; printed-year evidence: not available,2008,2007,musicbrainz_candidate_differs
119,00119,https://hitstergame.com/uk/aaaa0005/00119,https://hitstergame.com/au/aaah0001/00119,1969,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3iSws76HjaU7k49EqJVTfF,aaah0001,3iSws76HjaU7k49EqJVTfF,3iSws76HjaU7k49EqJVTfF,"Sugar, Sugar",The Archies,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00119; ordered title reference: https://open.spotify.com/track/3iSws76HjaU7k49EqJVTfF; printed-year evidence: not available,2007,1969,community_bopster_year_differs
120,00120,https://hitstergame.com/uk/aaaa0005/00120,https://hitstergame.com/au/aaah0001/00120,1965,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2PzU4IB8Dr6mxV3lHuaG34,aaah0001,2PzU4IB8Dr6mxV3lHuaG34,2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono,The Rolling Stones,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00120; ordered title reference: https://open.spotify.com/track/2PzU4IB8Dr6mxV3lHuaG34; printed-year evidence: not available,1965,1966,musicbrainz_candidate_differs
121,00121,https://hitstergame.com/uk/aaaa0005/00121,https://hitstergame.com/au/aaah0001/00121,2014,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,68Dni7IE4VyPkTOH9mRWHr,aaah0001,68Dni7IE4VyPkTOH9mRWHr,68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00121; ordered title reference: https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr; printed-year evidence: not available,2014,2014,none
122,00122,https://hitstergame.com/uk/aaaa0005/00122,https://hitstergame.com/au/aaah0001/00122,2007,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6kopmMZiyLmw7h66uXcXR7,aaah0001,6kopmMZiyLmw7h66uXcXR7,6kopmMZiyLmw7h66uXcXR7,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00122; ordered title reference: https://open.spotify.com/track/6kopmMZiyLmw7h66uXcXR7; printed-year evidence: not available,2007,,musicbrainz_candidate_unresolved
123,00123,https://hitstergame.com/uk/aaaa0005/00123,https://hitstergame.com/au/aaah0001/00123,1970,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0UAJH0k4k3slcE83a9UGCe,aaah0001,0UAJH0k4k3slcE83a9UGCe,0UAJH0k4k3slcE83a9UGCe,Lola,The Kinks,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00123; ordered title reference: https://open.spotify.com/track/0UAJH0k4k3slcE83a9UGCe; printed-year evidence: not available,1970,1970,none
124,00124,https://hitstergame.com/uk/aaaa0005/00124,https://hitstergame.com/au/aaah0001/00124,2010,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3oUphdZVPyrsprZ8FgbmQS,aaah0001,3oUphdZVPyrsprZ8FgbmQS,3oUphdZVPyrsprZ8FgbmQS,I Need A Dollar,Aloe Blacc,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00124; ordered title reference: https://open.spotify.com/track/3oUphdZVPyrsprZ8FgbmQS; printed-year evidence: not available,2010,2010,none
125,00125,https://hitstergame.com/uk/aaaa0005/00125,https://hitstergame.com/au/aaah0001/00125,1960,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6DSvUZQdqtNfkJI4cAiUsM,aaah0001,6DSvUZQdqtNfkJI4cAiUsM,6DSvUZQdqtNfkJI4cAiUsM,The Twist,Chubby Checker,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00125; ordered title reference: https://open.spotify.com/track/6DSvUZQdqtNfkJI4cAiUsM; printed-year evidence: not available,1962,1960,community_bopster_year_differs
126,00126,https://hitstergame.com/uk/aaaa0005/00126,https://hitstergame.com/au/aaah0001/00126,1986,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,56GbZVwxMdf1DENCluYS8A,aaah0001,56GbZVwxMdf1DENCluYS8A,56GbZVwxMdf1DENCluYS8A,Don't Dream It's Over,Crowded House,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00126; ordered title reference: https://open.spotify.com/track/56GbZVwxMdf1DENCluYS8A; printed-year evidence: not available,1986,1987,musicbrainz_candidate_differs
127,00127,https://hitstergame.com/uk/aaaa0005/00127,https://hitstergame.com/au/aaah0001/00127,2000,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2Uy6EhQXAYkXA6MohPgjpV,aaah0001,2Uy6EhQXAYkXA6MohPgjpV,2Uy6EhQXAYkXA6MohPgjpV,One More Time - Radio Edit,Daft Punk,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00127; ordered title reference: https://open.spotify.com/track/2Uy6EhQXAYkXA6MohPgjpV; printed-year evidence: not available,2000,2000,none
128,00128,https://hitstergame.com/uk/aaaa0005/00128,https://hitstergame.com/au/aaah0001/00128,1972,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2DnJjbjNTV9Nd5NOa1KGba,aaah0001,2DnJjbjNTV9Nd5NOa1KGba,2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,Carly Simon,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00128; ordered title reference: https://open.spotify.com/track/2DnJjbjNTV9Nd5NOa1KGba; printed-year evidence: not available,1972,1975,musicbrainz_candidate_differs
129,00129,https://hitstergame.com/uk/aaaa0005/00129,https://hitstergame.com/au/aaah0001/00129,2000,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6naxalmIoLFWR0siv8dnQQ,aaah0001,6naxalmIoLFWR0siv8dnQQ,6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00129; ordered title reference: https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ; printed-year evidence: not available,2000,2000,none
130,00130,https://hitstergame.com/uk/aaaa0005/00130,https://hitstergame.com/au/aaah0001/00130,1983,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6hHc7Pks7wtBIW8Z6A0iFq,aaah0001,6hHc7Pks7wtBIW8Z6A0iFq,6hHc7Pks7wtBIW8Z6A0iFq,Blue Monday,New Order,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00130; ordered title reference: https://open.spotify.com/track/6hHc7Pks7wtBIW8Z6A0iFq; printed-year evidence: not available,1987,1983,community_bopster_year_differs
131,00131,https://hitstergame.com/uk/aaaa0005/00131,https://hitstergame.com/au/aaah0001/00131,1982,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,66N7JHuGc205BK90l9gSlb,aaah0001,66N7JHuGc205BK90l9gSlb,66N7JHuGc205BK90l9gSlb,House of Fun,Madness,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00131; ordered title reference: https://open.spotify.com/track/66N7JHuGc205BK90l9gSlb; printed-year evidence: not available,1982,1982,none
132,00132,https://hitstergame.com/uk/aaaa0005/00132,https://hitstergame.com/au/aaah0001/00132,2004,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5rb9QrpfcKFHM1EUbSIurX,aaah0001,5rb9QrpfcKFHM1EUbSIurX,5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),USHER,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00132; ordered title reference: https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX; printed-year evidence: not available,2004,2004,none
133,00133,https://hitstergame.com/uk/aaaa0005/00133,https://hitstergame.com/au/aaah0001/00133,2003,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2PpruBYCo4H7WOBJ7Q2EwM,aaah0001,2PpruBYCo4H7WOBJ7Q2EwM,2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00133; ordered title reference: https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM; printed-year evidence: not available,2003,2003,none
