card_id,qr_identity,candidate_uk_qr_url,candidate_au_qr_url,current_mapped_year,authoritative_observed_year,year_verification_confidence,physical_print_observed,discrepancy_status,official_uk_sku,official_uk_spotify_track_id,official_au_sku,official_au_spotify_track_id,playlist_spotify_track_id,playlist_title,playlist_artist,identity_confidence,source_evidence,non_authoritative_bopster_year,non_authoritative_musicbrainz_year,screening_flags
42,00042,https://hitstergame.com/uk/aaaa0005/00042,https://hitstergame.com/au/aaah0001/00042,1988,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,7o2CTH4ctstm8TNelqjb51,aaah0001,7o2CTH4ctstm8TNelqjb51,7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,Guns N' Roses,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00042; ordered title reference: https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51; printed-year evidence: not available,1987,1988,community_bopster_year_differs
43,00043,https://hitstergame.com/uk/aaaa0005/00043,https://hitstergame.com/au/aaah0001/00043,1981,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4bHsxqR3GMrXTxEPLuK5ue,aaah0001,4bHsxqR3GMrXTxEPLuK5ue,4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00043; ordered title reference: https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue; printed-year evidence: not available,1981,1981,none
44,00044,https://hitstergame.com/uk/aaaa0005/00044,https://hitstergame.com/au/aaah0001/00044,1999,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,11mwFrKvLXCbcVGNxffGyP,aaah0001,11mwFrKvLXCbcVGNxffGyP,11mwFrKvLXCbcVGNxffGyP,Genie In a Bottle,Christina Aguilera,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00044; ordered title reference: https://open.spotify.com/track/11mwFrKvLXCbcVGNxffGyP; printed-year evidence: not available,1999,1999,none
45,00045,https://hitstergame.com/uk/aaaa0005/00045,https://hitstergame.com/au/aaah0001/00045,1967,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,7s25THrKz86DM225dOYwnr,aaah0001,7s25THrKz86DM225dOYwnr,7s25THrKz86DM225dOYwnr,Respect,Aretha Franklin,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00045; ordered title reference: https://open.spotify.com/track/7s25THrKz86DM225dOYwnr; printed-year evidence: not available,1967,1967,none
46,00046,https://hitstergame.com/uk/aaaa0005/00046,https://hitstergame.com/au/aaah0001/00046,2004,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,20I8RduZC2PWMWTDCZuuAN,aaah0001,20I8RduZC2PWMWTDCZuuAN,20I8RduZC2PWMWTDCZuuAN,Take Me Out,Franz Ferdinand,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00046; ordered title reference: https://open.spotify.com/track/20I8RduZC2PWMWTDCZuuAN; printed-year evidence: not available,2004,2003,musicbrainz_candidate_differs
47,00047,https://hitstergame.com/uk/aaaa0005/00047,https://hitstergame.com/au/aaah0001/00047,1973,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1O0xeZrBDbq7HPREdmYUYK,aaah0001,1O0xeZrBDbq7HPREdmYUYK,1O0xeZrBDbq7HPREdmYUYK,"Bad, Bad Leroy Brown",Jim Croce,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00047; ordered title reference: https://open.spotify.com/track/1O0xeZrBDbq7HPREdmYUYK; printed-year evidence: not available,1973,1973,none
48,00048,https://hitstergame.com/uk/aaaa0005/00048,https://hitstergame.com/au/aaah0001/00048,1998,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1OxcIUqVmVYxT6427tbhDW,aaah0001,1OxcIUqVmVYxT6427tbhDW,1OxcIUqVmVYxT6427tbhDW,Fly Away,Lenny Kravitz,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00048; ordered title reference: https://open.spotify.com/track/1OxcIUqVmVYxT6427tbhDW; printed-year evidence: not available,1998,1998,none
49,00049,https://hitstergame.com/uk/aaaa0005/00049,https://hitstergame.com/au/aaah0001/00049,1987,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0HEmnAUT8PHznIAAmVXqFJ,aaah0001,0HEmnAUT8PHznIAAmVXqFJ,0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,George Michael,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00049; ordered title reference: https://open.spotify.com/track/0HEmnAUT8PHznIAAmVXqFJ; printed-year evidence: not available,1987,1987,none
50,00050,https://hitstergame.com/uk/aaaa0005/00050,https://hitstergame.com/au/aaah0001/00050,2005,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0vg4WnUWvze6pBOJDTq99k,aaah0001,0vg4WnUWvze6pBOJDTq99k,0vg4WnUWvze6pBOJDTq99k,You're Beautiful,James Blunt,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00050; ordered title reference: https://open.spotify.com/track/0vg4WnUWvze6pBOJDTq99k; printed-year evidence: not available,2005,2005,none
51,00051,https://hitstergame.com/uk/aaaa0005/00051,https://hitstergame.com/au/aaah0001/00051,2007,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1xsY8IFXUrxeet1Fcmk4oC,aaah0001,1xsY8IFXUrxeet1Fcmk4oC,1xsY8IFXUrxeet1Fcmk4oC,In the Mood,Glenn Miller,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00051; ordered title reference: https://open.spotify.com/track/1xsY8IFXUrxeet1Fcmk4oC; printed-year evidence: not available,2010,1939,community_bopster_year_differs;musicbrainz_candidate_differs
52,00052,https://hitstergame.com/uk/aaaa0005/00052,https://hitstergame.com/au/aaah0001/00052,2019,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2Fxmhks0bxGSBdJ92vM42m,aaah0001,2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00052; ordered title reference: https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m; printed-year evidence: not available,2019,2019,none
53,00053,https://hitstergame.com/uk/aaaa0005/00053,https://hitstergame.com/au/aaah0001/00053,2009,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3DamFFqW32WihKkTVlwTYQ,aaah0001,3DamFFqW32WihKkTVlwTYQ,3DamFFqW32WihKkTVlwTYQ,Fireflies,Owl City,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00053; ordered title reference: https://open.spotify.com/track/3DamFFqW32WihKkTVlwTYQ; printed-year evidence: not available,2009,2009,none
54,00054,https://hitstergame.com/uk/aaaa0005/00054,https://hitstergame.com/au/aaah0001/00054,1977,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4UDmDIqJIbrW0hMBQMFOsM,aaah0001,4UDmDIqJIbrW0hMBQMFOsM,4UDmDIqJIbrW0hMBQMFOsM,Stayin' Alive,Bee Gees,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00054; ordered title reference: https://open.spotify.com/track/4UDmDIqJIbrW0hMBQMFOsM; printed-year evidence: not available,1977,1977,none
55,00055,https://hitstergame.com/uk/aaaa0005/00055,https://hitstergame.com/au/aaah0001/00055,1968,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,63OFKbMaZSDZ4wtesuuq6f,aaah0001,63OFKbMaZSDZ4wtesuuq6f,63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,Steppenwolf,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00055; ordered title reference: https://open.spotify.com/track/63OFKbMaZSDZ4wtesuuq6f; printed-year evidence: not available,1968,1968,none
56,00056,https://hitstergame.com/uk/aaaa0005/00056,https://hitstergame.com/au/aaah0001/00056,2004,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2EtZFeLn9msgg4qJzT9Vql,aaah0001,2EtZFeLn9msgg4qJzT9Vql,2EtZFeLn9msgg4qJzT9Vql,Can't Stand Me Now,The Libertines,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00056; ordered title reference: https://open.spotify.com/track/2EtZFeLn9msgg4qJzT9Vql; printed-year evidence: not available,2004,2004,none
57,00057,https://hitstergame.com/uk/aaaa0005/00057,https://hitstergame.com/au/aaah0001/00057,1994,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,7FSzJQV6thyoQptFCUTV9c,aaah0001,7FSzJQV6thyoQptFCUTV9c,7FSzJQV6thyoQptFCUTV9c,Parklife - 2012 Remaster,Blur,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00057; ordered title reference: https://open.spotify.com/track/7FSzJQV6thyoQptFCUTV9c; printed-year evidence: not available,1994,1995,musicbrainz_candidate_differs
58,00058,https://hitstergame.com/uk/aaaa0005/00058,https://hitstergame.com/au/aaah0001/00058,2012,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4SDWMFvYJKtK1QPhIOeZhd,aaah0001,4SDWMFvYJKtK1QPhIOeZhd,4SDWMFvYJKtK1QPhIOeZhd,Royals,Lorde,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00058; ordered title reference: https://open.spotify.com/track/4SDWMFvYJKtK1QPhIOeZhd; printed-year evidence: not available,2013,2012,community_bopster_year_differs
59,00059,https://hitstergame.com/uk/aaaa0005/00059,https://hitstergame.com/au/aaah0001/00059,1997,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,57iDDD9N9tTWe75x6qhStw,aaah0001,57iDDD9N9tTWe75x6qhStw,57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,The Verve,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00059; ordered title reference: https://open.spotify.com/track/57iDDD9N9tTWe75x6qhStw; printed-year evidence: not available,1997,1997,none
60,00060,https://hitstergame.com/uk/aaaa0005/00060,https://hitstergame.com/au/aaah0001/00060,2013,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3cHyrEgdyYRjgJKSOiOtcS,aaah0001,3cHyrEgdyYRjgJKSOiOtcS,3cHyrEgdyYRjgJKSOiOtcS,Timber,Pitbull,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00060; ordered title reference: https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS; printed-year evidence: not available,2012,2013,community_bopster_year_differs
61,00061,https://hitstergame.com/uk/aaaa0005/00061,https://hitstergame.com/au/aaah0001/00061,1972,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,28285KFbyCq8sJofn58qlD,aaah0001,28285KFbyCq8sJofn58qlD,28285KFbyCq8sJofn58qlD,Love Train,The O'Jays,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00061; ordered title reference: https://open.spotify.com/track/28285KFbyCq8sJofn58qlD; printed-year evidence: not available,1972,2002,musicbrainz_candidate_differs
62,00062,https://hitstergame.com/uk/aaaa0005/00062,https://hitstergame.com/au/aaah0001/00062,1966,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3G7tRC24Uh09Hmp1KZ7LQ2,aaah0001,3G7tRC24Uh09Hmp1KZ7LQ2,3G7tRC24Uh09Hmp1KZ7LQ2,I'm a Believer - 2006 Remaster,The Monkees,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00062; ordered title reference: https://open.spotify.com/track/3G7tRC24Uh09Hmp1KZ7LQ2; printed-year evidence: not available,1967,1975,community_bopster_year_differs;musicbrainz_candidate_differs
63,00063,https://hitstergame.com/uk/aaaa0005/00063,https://hitstergame.com/au/aaah0001/00063,1978,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,7Kszjzps0xbQXyo1pO4KfE,aaah0001,4qL9VYPB4XwJKAOq4xn2Mh,7Kszjzps0xbQXyo1pO4KfE,Le Freak - 2018 Remaster,CHIC,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00063; ordered title reference: https://open.spotify.com/track/7Kszjzps0xbQXyo1pO4KfE; printed-year evidence: not available,1978,1978,uk_au_equivalent_spotify_ids_differ
64,00064,https://hitstergame.com/uk/aaaa0005/00064,https://hitstergame.com/au/aaah0001/00064,1976,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5moTxUGPZXgGmosl4rIELm,aaah0001,5moTxUGPZXgGmosl4rIELm,5moTxUGPZXgGmosl4rIELm,Anarchy In The UK,Sex Pistols,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00064; ordered title reference: https://open.spotify.com/track/5moTxUGPZXgGmosl4rIELm; printed-year evidence: not available,1977,1976,community_bopster_year_differs
65,00065,https://hitstergame.com/uk/aaaa0005/00065,https://hitstergame.com/au/aaah0001/00065,2012,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1mKXFLRA179hdOWQBwUk9e,aaah0001,1mKXFLRA179hdOWQBwUk9e,1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),P!nk,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00065; ordered title reference: https://open.spotify.com/track/1mKXFLRA179hdOWQBwUk9e; printed-year evidence: not available,2012,2013,musicbrainz_candidate_differs
66,00066,https://hitstergame.com/uk/aaaa0005/00066,https://hitstergame.com/au/aaah0001/00066,2008,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1OZSVl0JJ1MBzibpuhmmXb,aaah0001,1OZSVl0JJ1MBzibpuhmmXb,1OZSVl0JJ1MBzibpuhmmXb,One Day Like This,Elbow,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00066; ordered title reference: https://open.spotify.com/track/1OZSVl0JJ1MBzibpuhmmXb; printed-year evidence: not available,2008,2008,none
67,00067,https://hitstergame.com/uk/aaaa0005/00067,https://hitstergame.com/au/aaah0001/00067,1998,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,10yY7i70r9wtllofw0GIpx,aaah0001,10yY7i70r9wtllofw0GIpx,10yY7i70r9wtllofw0GIpx,Praise You,Fatboy Slim,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00067; ordered title reference: https://open.spotify.com/track/10yY7i70r9wtllofw0GIpx; printed-year evidence: not available,1998,1998,none
68,00068,https://hitstergame.com/uk/aaaa0005/00068,https://hitstergame.com/au/aaah0001/00068,1990,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,57bgtoPSgt236HzfBOd8kj,aaah0001,57bgtoPSgt236HzfBOd8kj,57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00068; ordered title reference: https://open.spotify.com/track/57bgtoPSgt236HzfBOd8kj; printed-year evidence: not available,1990,1990,none
69,00069,https://hitstergame.com/uk/aaaa0005/00069,https://hitstergame.com/au/aaah0001/00069,1998,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4I7DV3MIgxJGlObiy9s6nx,aaah0001,4I7DV3MIgxJGlObiy9s6nx,4I7DV3MIgxJGlObiy9s6nx,That Don't Impress Me Much,Shania Twain,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00069; ordered title reference: https://open.spotify.com/track/4I7DV3MIgxJGlObiy9s6nx; printed-year evidence: not available,1999,1997,community_bopster_year_differs;musicbrainz_candidate_differs
70,00070,https://hitstergame.com/uk/aaaa0005/00070,https://hitstergame.com/au/aaah0001/00070,1978,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4YOJFyjqh8eAcbKFfv88mV,aaah0001,3ypMsqUwfNFMiooMLVHfkp,4YOJFyjqh8eAcbKFfv88mV,Y.M.C.A.,Village People,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00070; ordered title reference: https://open.spotify.com/track/4YOJFyjqh8eAcbKFfv88mV; printed-year evidence: not available,1978,1978,uk_au_equivalent_spotify_ids_differ
71,00071,https://hitstergame.com/uk/aaaa0005/00071,https://hitstergame.com/au/aaah0001/00071,2009,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2H1047e0oMSj10dgp7p2VG,aaah0001,2H1047e0oMSj10dgp7p2VG,2H1047e0oMSj10dgp7p2VG,I Gotta Feeling,Black Eyed Peas,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00071; ordered title reference: https://open.spotify.com/track/2H1047e0oMSj10dgp7p2VG; printed-year evidence: not available,2009,2008,musicbrainz_candidate_differs
72,00072,https://hitstergame.com/uk/aaaa0005/00072,https://hitstergame.com/au/aaah0001/00072,2009,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,7xkQdy0cy5ymoWT7nedvLz,aaah0001,7xkQdy0cy5ymoWT7nedvLz,7xkQdy0cy5ymoWT7nedvLz,Whatcha Say,Jason Derulo,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00072; ordered title reference: https://open.spotify.com/track/7xkQdy0cy5ymoWT7nedvLz; printed-year evidence: not available,2010,2009,community_bopster_year_differs
73,00073,https://hitstergame.com/uk/aaaa0005/00073,https://hitstergame.com/au/aaah0001/00073,1978,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,41AE8ODX2JETBCa6muhSLY,aaah0001,41AE8ODX2JETBCa6muhSLY,41AE8ODX2JETBCa6muhSLY,Heart Of Glass,Blondie,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00073; ordered title reference: https://open.spotify.com/track/41AE8ODX2JETBCa6muhSLY; printed-year evidence: not available,2006,1978,community_bopster_year_differs
74,00074,https://hitstergame.com/uk/aaaa0005/00074,https://hitstergame.com/au/aaah0001/00074,1958,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2aEeghgUcnu75tzcolFMfs,aaah0001,2aEeghgUcnu75tzcolFMfs,2aEeghgUcnu75tzcolFMfs,La Bamba - Single Version,Ritchie Valens,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00074; ordered title reference: https://open.spotify.com/track/2aEeghgUcnu75tzcolFMfs; printed-year evidence: not available,1959,1958,community_bopster_year_differs
75,00075,https://hitstergame.com/uk/aaaa0005/00075,https://hitstergame.com/au/aaah0001/00075,1983,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3cbV252akVZInSvJk7jAYX,aaah0001,3cbV252akVZInSvJk7jAYX,3cbV252akVZInSvJk7jAYX,Flashdance...What a Feeling - Radio Edit,Irene Cara,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00075; ordered title reference: https://open.spotify.com/track/3cbV252akVZInSvJk7jAYX; printed-year evidence: not available,1983,1983,none
76,00076,https://hitstergame.com/uk/aaaa0005/00076,https://hitstergame.com/au/aaah0001/00076,2012,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3vbJPtXl5luZNy8XEyR5fF,aaah0001,3vbJPtXl5luZNy8XEyR5fF,3vbJPtXl5luZNy8XEyR5fF,Second Hand Rose,Fanny Brice,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00076; ordered title reference: https://open.spotify.com/track/3vbJPtXl5luZNy8XEyR5fF; printed-year evidence: not available,2012,1989,musicbrainz_candidate_differs
77,00077,https://hitstergame.com/uk/aaaa0005/00077,https://hitstergame.com/au/aaah0001/00077,2018,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2BgEsaKNfHUdlh97KmvFyo,aaah0001,2BgEsaKNfHUdlh97KmvFyo,2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00077; ordered title reference: https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo; printed-year evidence: not available,2018,,musicbrainz_candidate_unresolved
78,00078,https://hitstergame.com/uk/aaaa0005/00078,https://hitstergame.com/au/aaah0001/00078,1991,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4CeeEOM32jQcH3eN9Q2dGj,aaah0001,4CeeEOM32jQcH3eN9Q2dGj,4CeeEOM32jQcH3eN9Q2dGj,Smells Like Teen Spirit,Nirvana,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00078; ordered title reference: https://open.spotify.com/track/4CeeEOM32jQcH3eN9Q2dGj; printed-year evidence: not available,1991,1991,none
79,00079,https://hitstergame.com/uk/aaaa0005/00079,https://hitstergame.com/au/aaah0001/00079,1978,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3EYOJ48Et32uATr9ZmLnAo,aaah0001,3EYOJ48Et32uATr9ZmLnAo,3EYOJ48Et32uATr9ZmLnAo,Roxanne,The Police,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00079; ordered title reference: https://open.spotify.com/track/3EYOJ48Et32uATr9ZmLnAo; printed-year evidence: not available,1978,1978,none
80,00080,https://hitstergame.com/uk/aaaa0005/00080,https://hitstergame.com/au/aaah0001/00080,1979,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4QQEzkxcONBthDLfzqIh9S,aaah0001,4QQEzkxcONBthDLfzqIh9S,4QQEzkxcONBthDLfzqIh9S,Cars,Gary Numan,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00080; ordered title reference: https://open.spotify.com/track/4QQEzkxcONBthDLfzqIh9S; printed-year evidence: not available,1979,1979,none
81,00081,https://hitstergame.com/uk/aaaa0005/00081,https://hitstergame.com/au/aaah0001/00081,1972,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4N0TP4Rmj6QQezWV88ARNJ,aaah0001,4N0TP4Rmj6QQezWV88ARNJ,4N0TP4Rmj6QQezWV88ARNJ,Superstition,Stevie Wonder,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00081; ordered title reference: https://open.spotify.com/track/4N0TP4Rmj6QQezWV88ARNJ; printed-year evidence: not available,1972,1972,none
82,00082,https://hitstergame.com/uk/aaaa0005/00082,https://hitstergame.com/au/aaah0001/00082,2005,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0LzrhCZFXW94Y8nwtTuRlw,aaah0001,0LzrhCZFXW94Y8nwtTuRlw,0LzrhCZFXW94Y8nwtTuRlw,Hollaback Girl,Gwen Stefani,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00082; ordered title reference: https://open.spotify.com/track/0LzrhCZFXW94Y8nwtTuRlw; printed-year evidence: not available,2004,2004,community_bopster_year_differs;musicbrainz_candidate_differs
83,00083,https://hitstergame.com/uk/aaaa0005/00083,https://hitstergame.com/au/aaah0001/00083,1950,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5dae01pKNjRQtgOeAkFzPY,aaah0001,5dae01pKNjRQtgOeAkFzPY,5dae01pKNjRQtgOeAkFzPY,Mona Lisa,Nat King Cole,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00083; ordered title reference: https://open.spotify.com/track/5dae01pKNjRQtgOeAkFzPY; printed-year evidence: not available,1954,1964,community_bopster_year_differs;musicbrainz_candidate_differs
84,00084,https://hitstergame.com/uk/aaaa0005/00084,https://hitstergame.com/au/aaah0001/00084,1985,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2WfaOiMkCvy7F5fcp2zZ8L,aaah0001,2WfaOiMkCvy7F5fcp2zZ8L,2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00084; ordered title reference: https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L; printed-year evidence: not available,1985,2004,musicbrainz_candidate_differs
85,00085,https://hitstergame.com/uk/aaaa0005/00085,https://hitstergame.com/au/aaah0001/00085,2017,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6Pgkp4qUoTmJIPn7ReaGxL,aaah0001,6Pgkp4qUoTmJIPn7ReaGxL,6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),Avicii,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00085; ordered title reference: https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL; printed-year evidence: not available,2017,2011,musicbrainz_candidate_differs
86,00086,https://hitstergame.com/uk/aaaa0005/00086,https://hitstergame.com/au/aaah0001/00086,2006,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3N4DI1vuTSX1tz7fa2NQZw,aaah0001,3N4DI1vuTSX1tz7fa2NQZw,3N4DI1vuTSX1tz7fa2NQZw,Rehab,Amy Winehouse,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00086; ordered title reference: https://open.spotify.com/track/3N4DI1vuTSX1tz7fa2NQZw; printed-year evidence: not available,2006,2006,none
87,00087,https://hitstergame.com/uk/aaaa0005/00087,https://hitstergame.com/au/aaah0001/00087,1995,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1DIXPcTDzTj8ZMHt3PDt8p,aaah0001,1DIXPcTDzTj8ZMHt3PDt8p,1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,Coolio,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00087; ordered title reference: https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p; printed-year evidence: not available,1995,1996,musicbrainz_candidate_differs
